record_id,year,month,location_name,geo_level,sector,commodity,sub_item,attribute,value,unit,data_type,appendix_number
4cb209a196e9997e,2011,1,1. Gieo cấy lúa đông xuân cả nước,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,19476.0,1000_ha,Actual,PL1
6b3f809b08c8a0ea,2012,1,1. Gieo cấy lúa đông xuân cả nước,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,19425.0,1000_ha,Actual,PL1
bdf29bcb2947dd9a,2011,1,- Miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,18610.0,1000_ha,Actual,PL1
a5f8c59c46f107f6,2012,1,- Miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,18688.0,1000_ha,Actual,PL1
7a2bd4ece42e80dc,2011,1,2. Thu hoạch lúa mùa miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,6049.0,1000_ha,Actual,PL1
d8a8f75767dae2ed,2012,1,2. Thu hoạch lúa mùa miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,7176.0,1000_ha,Actual,PL1
de04a96a8c07286b,2011,1,3. Gieo trồng màu lương thực(),Provincial,Cultivation,Màu lương thực,,Area_Planted,2647.0,1000_ha,Actual,PL1
269a634aa69d367e,2012,1,3. Gieo trồng màu lương thực(),Provincial,Cultivation,Màu lương thực,,Area_Planted,2663.0,1000_ha,Actual,PL1
f4355eedd3005903,2011,1,- Khoai lang,Provincial,Cultivation,Khoai lang,,Area_Planted,557.0,1000_ha,Actual,PL1
4f4bc2aa8b357e10,2012,1,- Khoai lang,Provincial,Cultivation,Khoai lang,,Area_Planted,548.0,1000_ha,Actual,PL1
e94a75f0360c8e3f,2011,1,4. G.trồng cây công nghiệp ngắn ngày(),Provincial,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,1329.0,1000_ha,Actual,PL1
1b94fbbf7516dfba,2012,1,4. G.trồng cây công nghiệp ngắn ngày(),Provincial,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,1302.0,1000_ha,Actual,PL1
f6978bdcf40b2ffe,2011,1,- Lạc,Provincial,Cultivation,Lạc,,Area_Planted,284.0,1000_ha,Actual,PL1
a120cfee14dbbe5d,2012,1,- Lạc,Provincial,Cultivation,Lạc,,Area_Planted,311.0,1000_ha,Actual,PL1
b2c13b292435b188,2011,1,"5. Gieo trồng rau, đậu các loại()",Provincial,Cultivation,Rau đậu,,Area_Planted,2536.0,1000_ha,Actual,PL1
a36ae6e6dae5a180,2012,1,"5. Gieo trồng rau, đậu các loại()",Provincial,Cultivation,Rau đậu,,Area_Planted,2763.0,1000_ha,Actual,PL1
b48fedeb7aaed98f,2012,1,Miền Bắc,Provincial,Cultivation,Lúa,,Area_Planted,737082.0,ha,Actual,PL2
b48fedeb7aaed98f,2012,1,Miền Bắc,Provincial,Cultivation,Lúa,,Area_Planted,1994450.0,ha,Actual,PL2
0860ed7aab116354,2012,1,Miền Bắc,Provincial,Cultivation,Ngô,,Area_Planted,1253130.0,ha,Actual,PL2
56d799f07a2c5170,2012,1,Miền Bắc,Provincial,Cultivation,Khoai lang,,Area_Planted,477590.0,ha,Actual,PL2
7fa3c49fa3c5a0ec,2012,1,Miền Bắc,Provincial,Cultivation,Sắn,,Area_Planted,204500.0,ha,Actual,PL2
b48fedeb7aaed98f,2012,1,Miền Bắc,Provincial,Cultivation,Lúa,,Area_Planted,59230.0,ha,Actual,PL2
149eda871f1c7cba,2012,1,ĐB sông Hồng,Provincial,Cultivation,Lúa,,Area_Planted,41722.0,ha,Actual,PL2
149eda871f1c7cba,2012,1,ĐB sông Hồng,Provincial,Cultivation,Lúa,,Area_Planted,694890.0,ha,Actual,PL2
25eedc9b4cd2a565,2012,1,ĐB sông Hồng,Provincial,Cultivation,Ngô,,Area_Planted,511830.0,ha,Actual,PL2
a6c64c6c7d4680c1,2012,1,ĐB sông Hồng,Provincial,Cultivation,Khoai lang,,Area_Planted,161680.0,ha,Actual,PL2
4e2537090f6487b3,2012,1,ĐB sông Hồng,Provincial,Cultivation,Sắn,,Area_Planted,500.0,ha,Actual,PL2
149eda871f1c7cba,2012,1,ĐB sông Hồng,Provincial,Cultivation,Lúa,,Area_Planted,20880.0,ha,Actual,PL2
07f2b9ea7ca31df2,2012,1,Hà Nội,Provincial,Cultivation,Lúa,,Area_Planted,1600.0,ha,Actual,PL2
07f2b9ea7ca31df2,2012,1,Hà Nội,Provincial,Cultivation,Lúa,,Area_Planted,150000.0,ha,Actual,PL2
014c562ce9f954de,2012,1,Hà Nội,Provincial,Cultivation,Ngô,,Area_Planted,119000.0,ha,Actual,PL2
bf9ab72f968bb1bb,2012,1,Hà Nội,Provincial,Cultivation,Khoai lang,,Area_Planted,31000.0,ha,Actual,PL2
1fc3728e425b03be,2012,1,Hải Phòng,Provincial,Cultivation,Lúa,,Area_Planted,34000.0,ha,Actual,PL2
6265cede5e7b9114,2012,1,Hải Phòng,Provincial,Cultivation,Ngô,,Area_Planted,20000.0,ha,Actual,PL2
17ded1485af6c369,2012,1,Hải Phòng,Provincial,Cultivation,Khoai lang,,Area_Planted,14000.0,ha,Actual,PL2
86dd60d0afbf3d9e,2012,1,Vĩnh Phúc,Provincial,Cultivation,Lúa,,Area_Planted,28552.0,ha,Actual,PL2
86dd60d0afbf3d9e,2012,1,Vĩnh Phúc,Provincial,Cultivation,Lúa,,Area_Planted,129480.0,ha,Actual,PL2
6221f4faf3548b26,2012,1,Vĩnh Phúc,Provincial,Cultivation,Ngô,,Area_Planted,107390.0,ha,Actual,PL2
7f614f1b9295d9a0,2012,1,Vĩnh Phúc,Provincial,Cultivation,Khoai lang,,Area_Planted,20500.0,ha,Actual,PL2
86dd60d0afbf3d9e,2012,1,Vĩnh Phúc,Provincial,Cultivation,Lúa,,Area_Planted,1590.0,ha,Actual,PL2
1378bf649fd0e522,2012,1,Bắc Ninh,Provincial,Cultivation,Lúa,,Area_Planted,29250.0,ha,Actual,PL2
a21d0dd3687d6fda,2012,1,Bắc Ninh,Provincial,Cultivation,Ngô,,Area_Planted,22900.0,ha,Actual,PL2
4f5e7266f169d4e3,2012,1,Bắc Ninh,Provincial,Cultivation,Khoai lang,,Area_Planted,6350.0,ha,Actual,PL2
bb8e53faee99fa4c,2012,1,Hải Dương,Provincial,Cultivation,Lúa,,Area_Planted,35330.0,ha,Actual,PL2
30dec016025875ac,2012,1,Hải Dương,Provincial,Cultivation,Ngô,,Area_Planted,35330.0,ha,Actual,PL2
79b6ba1f7692f6d0,2012,1,Hưng Yên,Provincial,Cultivation,Lúa,,Area_Planted,50540.0,ha,Actual,PL2
20e02042de04b614,2012,1,Hưng Yên,Provincial,Cultivation,Ngô,,Area_Planted,44400.0,ha,Actual,PL2
8de838c1c488683c,2012,1,Hưng Yên,Provincial,Cultivation,Khoai lang,,Area_Planted,6140.0,ha,Actual,PL2
540f4753df1c43e3,2012,1,Hà Nam,Provincial,Cultivation,Lúa,,Area_Planted,39320.0,ha,Actual,PL2
25a6a79cf920040a,2012,1,Hà Nam,Provincial,Cultivation,Ngô,,Area_Planted,34700.0,ha,Actual,PL2
cbe18439e9ecca5f,2012,1,Hà Nam,Provincial,Cultivation,Khoai lang,,Area_Planted,4620.0,ha,Actual,PL2
8a20ea616d11b72b,2012,1,Nam Định,Provincial,Cultivation,Lúa,,Area_Planted,32280.0,ha,Actual,PL2
daab1784966400ad,2012,1,Nam Định,Provincial,Cultivation,Ngô,,Area_Planted,20280.0,ha,Actual,PL2
